year,district,district_en,lat,lon,crop,yield_c_ha,tmean_mjja,precip_mjja,gdd5,heat30,dry_max,et0,p30_anom
2005,Есильский,Esil,51.95,66.4,barley,11.16,19.25,171.6,1546.2,12,16,497.9,25.0
2005,Есильский,Esil,51.95,66.4,flax,4.19,19.25,171.6,1546.2,12,16,497.9,25.0
2005,Есильский,Esil,51.95,66.4,oats,10.7,19.25,171.6,1546.2,12,16,497.9,25.0
2005,Есильский,Esil,51.95,66.4,rapeseed,6.04,19.25,171.6,1546.2,12,16,497.9,25.0
2005,Есильский,Esil,51.95,66.4,spring_wheat,10.42,19.25,171.6,1546.2,12,16,497.9,25.0
2005,Есильский,Esil,51.95,66.4,sunflower,4.46,19.25,171.6,1546.2,12,16,497.9,25.0
2005,Жаксынский,Zhaksy,51.9,67.3,barley,11.04,18.23,239.5,1441.3,6,16,468.1,53.6
2005,Жаксынский,Zhaksy,51.9,67.3,flax,4.14,18.23,239.5,1441.3,6,16,468.1,53.6
2005,Жаксынский,Zhaksy,51.9,67.3,oats,10.58,18.23,239.5,1441.3,6,16,468.1,53.6
2005,Жаксынский,Zhaksy,51.9,67.3,rapeseed,5.98,18.23,239.5,1441.3,6,16,468.1,53.6
2005,Жаксынский,Zhaksy,51.9,67.3,spring_wheat,10.3,18.23,239.5,1441.3,6,16,468.1,53.6
2005,Жаксынский,Zhaksy,51.9,67.3,sunflower,4.42,18.23,239.5,1441.3,6,16,468.1,53.6
2005,Зерендинский,Zerenda,53.05,69.15,barley,12.72,17.14,312.5,1360.7,2,14,418.6,41.4
2005,Зерендинский,Zerenda,53.05,69.15,flax,4.77,17.14,312.5,1360.7,2,14,418.6,41.4
2005,Зерендинский,Zerenda,53.05,69.15,oats,12.19,17.14,312.5,1360.7,2,14,418.6,41.4
2005,Зерендинский,Zerenda,53.05,69.15,rapeseed,6.89,17.14,312.5,1360.7,2,14,418.6,41.4
2005,Зерендинский,Zerenda,53.05,69.15,spring_wheat,11.87,17.14,312.5,1360.7,2,14,418.6,41.4
2005,Зерендинский,Zerenda,53.05,69.15,sunflower,5.09,17.14,312.5,1360.7,2,14,418.6,41.4
2005,Кокшетау,Kokshetau,53.29,69.39,barley,12.24,17.83,290.1,1424.3,7,9,427.8,36.4
2005,Кокшетау,Kokshetau,53.29,69.39,flax,4.59,17.83,290.1,1424.3,7,9,427.8,36.4
2005,Кокшетау,Kokshetau,53.29,69.39,oats,11.73,17.83,290.1,1424.3,7,9,427.8,36.4
2005,Кокшетау,Kokshetau,53.29,69.39,rapeseed,6.63,17.83,290.1,1424.3,7,9,427.8,36.4
2005,Кокшетау,Kokshetau,53.29,69.39,spring_wheat,11.42,17.83,290.1,1424.3,7,9,427.8,36.4
2005,Кокшетау,Kokshetau,53.29,69.39,sunflower,4.9,17.83,290.1,1424.3,7,9,427.8,36.4
2005,Сандыктауский,Sandyktau,52.45,68.75,barley,12.36,17.11,296.2,1327.8,1,14,416.0,51.3
2005,Сандыктауский,Sandyktau,52.45,68.75,flax,4.63,17.11,296.2,1327.8,1,14,416.0,51.3
2005,Сандыктауский,Sandyktau,52.45,68.75,oats,11.85,17.11,296.2,1327.8,1,14,416.0,51.3
2005,Сандыктауский,Sandyktau,52.45,68.75,rapeseed,6.7,17.11,296.2,1327.8,1,14,416.0,51.3
2005,Сандыктауский,Sandyktau,52.45,68.75,spring_wheat,11.54,17.11,296.2,1327.8,1,14,416.0,51.3
2005,Сандыктауский,Sandyktau,52.45,68.75,sunflower,4.94,17.11,296.2,1327.8,1,14,416.0,51.3
2005,Целиноградский,Tselinograd,51.18,71.03,barley,11.76,18.9,154.6,1535.8,15,17,505.1,10.4
2005,Целиноградский,Tselinograd,51.18,71.03,flax,4.41,18.9,154.6,1535.8,15,17,505.1,10.4
2005,Целиноградский,Tselinograd,51.18,71.03,oats,11.27,18.9,154.6,1535.8,15,17,505.1,10.4
2005,Целиноградский,Tselinograd,51.18,71.03,rapeseed,6.37,18.9,154.6,1535.8,15,17,505.1,10.4
2005,Целиноградский,Tselinograd,51.18,71.03,spring_wheat,10.98,18.9,154.6,1535.8,15,17,505.1,10.4
2005,Целиноградский,Tselinograd,51.18,71.03,sunflower,4.7,18.9,154.6,1535.8,15,17,505.1,10.4
2005,Шортандинский,Shortandy,51.7,70.99,barley,12.0,18.38,223.6,1449.2,12,13,470.5,33.6
2005,Шортандинский,Shortandy,51.7,70.99,flax,4.5,18.38,223.6,1449.2,12,13,470.5,33.6
2005,Шортандинский,Shortandy,51.7,70.99,oats,11.5,18.38,223.6,1449.2,12,13,470.5,33.6
2005,Шортандинский,Shortandy,51.7,70.99,rapeseed,6.5,18.38,223.6,1449.2,12,13,470.5,33.6
2005,Шортандинский,Shortandy,51.7,70.99,spring_wheat,11.2,18.38,223.6,1449.2,12,13,470.5,33.6
2005,Шортандинский,Shortandy,51.7,70.99,sunflower,4.8,18.38,223.6,1449.2,12,13,470.5,33.6
2006,Атбасарский,Atbasar,51.81,68.36,barley,12.54,17.5,82.9,1538.0,16,17,528.4,-42.0
2006,Атбасарский,Atbasar,51.81,68.36,flax,4.75,17.5,82.9,1538.0,16,17,528.4,-42.0
2006,Атбасарский,Atbasar,51.81,68.36,oats,12.16,17.5,82.9,1538.0,16,17,528.4,-42.0
2006,Атбасарский,Atbasar,51.81,68.36,rapeseed,6.65,17.5,82.9,1538.0,16,17,528.4,-42.0
2006,Атбасарский,Atbasar,51.81,68.36,spring_wheat,11.88,17.5,82.9,1538.0,16,17,528.4,-42.0
2006,Атбасарский,Atbasar,51.81,68.36,sunflower,4.94,17.5,82.9,1538.0,16,17,528.4,-42.0
2006,Буландынский,Bulandy,52.63,70.42,barley,13.73,16.72,187.5,1341.3,4,7,446.9,-7.8
2006,Буландынский,Bulandy,52.63,70.42,flax,5.2,16.72,187.5,1341.3,4,7,446.9,-7.8
2006,Буландынский,Bulandy,52.63,70.42,oats,13.31,16.72,187.5,1341.3,4,7,446.9,-7.8
2006,Буландынский,Bulandy,52.63,70.42,rapeseed,7.28,16.72,187.5,1341.3,4,7,446.9,-7.8
2006,Буландынский,Bulandy,52.63,70.42,spring_wheat,13.0,16.72,187.5,1341.3,4,7,446.9,-7.8
2006,Буландынский,Bulandy,52.63,70.42,sunflower,5.41,16.72,187.5,1341.3,4,7,446.9,-7.8
2006,Бурабайский,Burabay,52.94,70.31,barley,13.86,16.54,204.1,1254.3,3,11,423.9,-10.1
2006,Бурабайский,Burabay,52.94,70.31,flax,5.25,16.54,204.1,1254.3,3,11,423.9,-10.1
2006,Бурабайский,Burabay,52.94,70.31,oats,13.44,16.54,204.1,1254.3,3,11,423.9,-10.1
2006,Бурабайский,Burabay,52.94,70.31,rapeseed,7.35,16.54,204.1,1254.3,3,11,423.9,-10.1
2006,Бурабайский,Burabay,52.94,70.31,spring_wheat,13.12,16.54,204.1,1254.3,3,11,423.9,-10.1
2006,Бурабайский,Burabay,52.94,70.31,sunflower,5.46,16.54,204.1,1254.3,3,11,423.9,-10.1
2006,Есильский,Esil,51.95,66.4,barley,12.28,18.54,88.0,1571.5,20,14,537.4,-35.9
2006,Есильский,Esil,51.95,66.4,flax,4.65,18.54,88.0,1571.5,20,14,537.4,-35.9
2006,Есильский,Esil,51.95,66.4,oats,11.9,18.54,88.0,1571.5,20,14,537.4,-35.9
2006,Есильский,Esil,51.95,66.4,rapeseed,6.51,18.54,88.0,1571.5,20,14,537.4,-35.9
2006,Есильский,Esil,51.95,66.4,spring_wheat,11.62,18.54,88.0,1571.5,20,14,537.4,-35.9
2006,Есильский,Esil,51.95,66.4,sunflower,4.84,18.54,88.0,1571.5,20,14,537.4,-35.9
2006,Жаксынский,Zhaksy,51.9,67.3,barley,12.14,17.53,99.3,1476.9,13,16,516.1,-36.3
2006,Жаксынский,Zhaksy,51.9,67.3,flax,4.6,17.53,99.3,1476.9,13,16,516.1,-36.3
2006,Жаксынский,Zhaksy,51.9,67.3,oats,11.78,17.53,99.3,1476.9,13,16,516.1,-36.3
2006,Жаксынский,Zhaksy,51.9,67.3,rapeseed,6.44,17.53,99.3,1476.9,13,16,516.1,-36.3
2006,Жаксынский,Zhaksy,51.9,67.3,spring_wheat,11.5,17.53,99.3,1476.9,13,16,516.1,-36.3
2006,Жаксынский,Zhaksy,51.9,67.3,sunflower,4.78,17.53,99.3,1476.9,13,16,516.1,-36.3
2006,Зерендинский,Zerenda,53.05,69.15,barley,13.99,16.45,184.6,1331.3,4,7,433.4,-16.5
2006,Зерендинский,Zerenda,53.05,69.15,flax,5.3,16.45,184.6,1331.3,4,7,433.4,-16.5
2006,Зерендинский,Zerenda,53.05,69.15,oats,13.57,16.45,184.6,1331.3,4,7,433.4,-16.5
2006,Зерендинский,Zerenda,53.05,69.15,rapeseed,7.42,16.45,184.6,1331.3,4,7,433.4,-16.5
2006,Зерендинский,Zerenda,53.05,69.15,spring_wheat,13.25,16.45,184.6,1331.3,4,7,433.4,-16.5
2006,Зерендинский,Zerenda,53.05,69.15,sunflower,5.51,16.45,184.6,1331.3,4,7,433.4,-16.5
2006,Кокшетау,Kokshetau,53.29,69.39,barley,13.46,17.12,201.9,1386.3,6,7,443.2,-5.1
2006,Кокшетау,Kokshetau,53.29,69.39,flax,5.1,17.12,201.9,1386.3,6,7,443.2,-5.1
2006,Кокшетау,Kokshetau,53.29,69.39,oats,13.06,17.12,201.9,1386.3,6,7,443.2,-5.1
2006,Кокшетау,Kokshetau,53.29,69.39,rapeseed,7.14,17.12,201.9,1386.3,6,7,443.2,-5.1
2006,Кокшетау,Kokshetau,53.29,69.39,spring_wheat,12.75,17.12,201.9,1386.3,6,7,443.2,-5.1
2006,Кокшетау,Kokshetau,53.29,69.39,sunflower,5.3,17.12,201.9,1386.3,6,7,443.2,-5.1
2006,Сандыктауский,Sandyktau,52.45,68.75,barley,13.6,16.58,164.3,1347.7,5,8,446.4,-16.1
2006,Сандыктауский,Sandyktau,52.45,68.75,flax,5.15,16.58,164.3,1347.7,5,8,446.4,-16.1
2006,Сандыктауский,Sandyktau,52.45,68.75,oats,13.18,16.58,164.3,1347.7,5,8,446.4,-16.1
2006,Сандыктауский,Sandyktau,52.45,68.75,rapeseed,7.21,16.58,164.3,1347.7,5,8,446.4,-16.1
2006,Сандыктауский,Sandyktau,52.45,68.75,spring_wheat,12.88,16.58,164.3,1347.7,5,8,446.4,-16.1
2006,Сандыктауский,Sandyktau,52.45,68.75,sunflower,5.36,16.58,164.3,1347.7,5,8,446.4,-16.1
2006,Целиноградский,Tselinograd,51.18,71.03,barley,12.94,18.12,128.2,1516.1,17,10,512.4,-8.4
2006,Целиноградский,Tselinograd,51.18,71.03,flax,4.9,18.12,128.2,1516.1,17,10,512.4,-8.4
2006,Целиноградский,Tselinograd,51.18,71.03,oats,12.54,18.12,128.2,1516.1,17,10,512.4,-8.4
2006,Целиноградский,Tselinograd,51.18,71.03,rapeseed,6.86,18.12,128.2,1516.1,17,10,512.4,-8.4
2006,Целиноградский,Tselinograd,51.18,71.03,spring_wheat,12.25,18.12,128.2,1516.1,17,10,512.4,-8.4
2006,Целиноградский,Tselinograd,51.18,71.03,sunflower,5.1,18.12,128.2,1516.1,17,10,512.4,-8.4
2006,Шортандинский,Shortandy,51.7,70.99,barley,13.2,17.52,160.7,1437.0,12,10,483.6,-4.0
2006,Шортандинский,Shortandy,51.7,70.99,flax,5.0,17.52,160.7,1437.0,12,10,483.6,-4.0
2006,Шортандинский,Shortandy,51.7,70.99,oats,12.8,17.52,160.7,1437.0,12,10,483.6,-4.0
2006,Шортандинский,Shortandy,51.7,70.99,rapeseed,7.0,17.52,160.7,1437.0,12,10,483.6,-4.0
2006,Шортандинский,Shortandy,51.7,70.99,spring_wheat,12.5,17.52,160.7,1437.0,12,10,483.6,-4.0
2006,Шортандинский,Shortandy,51.7,70.99,sunflower,5.2,17.52,160.7,1437.0,12,10,483.6,-4.0
2007,Атбасарский,Atbasar,51.81,68.36,barley,13.77,17.63,76.7,1510.1,13,13,520.9,-46.4
2007,Атбасарский,Atbasar,51.81,68.36,flax,5.22,17.63,76.7,1510.1,13,13,520.9,-46.4
2007,Атбасарский,Atbasar,51.81,68.36,oats,13.3,17.63,76.7,1510.1,13,13,520.9,-46.4
2007,Атбасарский,Atbasar,51.81,68.36,rapeseed,7.41,17.63,76.7,1510.1,13,13,520.9,-46.4
2007,Атбасарский,Atbasar,51.81,68.36,spring_wheat,13.11,17.63,76.7,1510.1,13,13,520.9,-46.4
2007,Атбасарский,Atbasar,51.81,68.36,sunflower,5.51,17.63,76.7,1510.1,13,13,520.9,-46.4
2007,Буландынский,Bulandy,52.63,70.42,barley,15.08,17.02,199.4,1358.9,10,7,468.1,-2.0
2007,Буландынский,Bulandy,52.63,70.42,flax,5.72,17.02,199.4,1358.9,10,7,468.1,-2.0
2007,Буландынский,Bulandy,52.63,70.42,oats,14.56,17.02,199.4,1358.9,10,7,468.1,-2.0
2007,Буландынский,Bulandy,52.63,70.42,rapeseed,8.11,17.02,199.4,1358.9,10,7,468.1,-2.0
2007,Буландынский,Bulandy,52.63,70.42,spring_wheat,14.35,17.02,199.4,1358.9,10,7,468.1,-2.0
2007,Буландынский,Bulandy,52.63,70.42,sunflower,6.03,17.02,199.4,1358.9,10,7,468.1,-2.0
2007,Бурабайский,Burabay,52.94,70.31,barley,15.23,16.7,222.0,1270.5,5,8,443.7,-2.3
2007,Бурабайский,Burabay,52.94,70.31,flax,5.78,16.7,222.0,1270.5,5,8,443.7,-2.3
2007,Бурабайский,Burabay,52.94,70.31,oats,14.7,16.7,222.0,1270.5,5,8,443.7,-2.3
2007,Бурабайский,Burabay,52.94,70.31,rapeseed,8.19,16.7,222.0,1270.5,5,8,443.7,-2.3
2007,Бурабайский,Burabay,52.94,70.31,spring_wheat,14.49,16.7,222.0,1270.5,5,8,443.7,-2.3
2007,Бурабайский,Burabay,52.94,70.31,sunflower,6.09,16.7,222.0,1270.5,5,8,443.7,-2.3
2007,Есильский,Esil,51.95,66.4,barley,13.49,18.54,159.6,1529.8,13,9,513.9,16.2
2007,Есильский,Esil,51.95,66.4,flax,5.12,18.54,159.6,1529.8,13,9,513.9,16.2
2007,Есильский,Esil,51.95,66.4,oats,13.02,18.54,159.6,1529.8,13,9,513.9,16.2
2007,Есильский,Esil,51.95,66.4,rapeseed,7.25,18.54,159.6,1529.8,13,9,513.9,16.2
2007,Есильский,Esil,51.95,66.4,spring_wheat,12.83,18.54,159.6,1529.8,13,9,513.9,16.2
2007,Есильский,Esil,51.95,66.4,sunflower,5.39,18.54,159.6,1529.8,13,9,513.9,16.2
2007,Жаксынский,Zhaksy,51.9,67.3,barley,13.34,17.59,139.3,1441.3,10,23,495.5,-10.7
2007,Жаксынский,Zhaksy,51.9,67.3,flax,5.06,17.59,139.3,1441.3,10,23,495.5,-10.7
2007,Жаксынский,Zhaksy,51.9,67.3,oats,12.88,17.59,139.3,1441.3,10,23,495.5,-10.7
2007,Жаксынский,Zhaksy,51.9,67.3,rapeseed,7.18,17.59,139.3,1441.3,10,23,495.5,-10.7
2007,Жаксынский,Zhaksy,51.9,67.3,spring_wheat,12.7,17.59,139.3,1441.3,10,23,495.5,-10.7
2007,Жаксынский,Zhaksy,51.9,67.3,sunflower,5.34,17.59,139.3,1441.3,10,23,495.5,-10.7
2007,Зерендинский,Zerenda,53.05,69.15,barley,15.37,16.5,217.4,1338.1,8,9,444.8,-1.6
2007,Зерендинский,Zerenda,53.05,69.15,flax,5.83,16.5,217.4,1338.1,8,9,444.8,-1.6
2007,Зерендинский,Zerenda,53.05,69.15,oats,14.84,16.5,217.4,1338.1,8,9,444.8,-1.6
2007,Зерендинский,Zerenda,53.05,69.15,rapeseed,8.27,16.5,217.4,1338.1,8,9,444.8,-1.6
2007,Зерендинский,Zerenda,53.05,69.15,spring_wheat,14.63,16.5,217.4,1338.1,8,9,444.8,-1.6
2007,Зерендинский,Zerenda,53.05,69.15,sunflower,6.15,16.5,217.4,1338.1,8,9,444.8,-1.6
2007,Кокшетау,Kokshetau,53.29,69.39,barley,14.79,17.16,200.6,1402.5,9,11,458.0,-5.7
2007,Кокшетау,Kokshetau,53.29,69.39,flax,5.61,17.16,200.6,1402.5,9,11,458.0,-5.7
2007,Кокшетау,Kokshetau,53.29,69.39,oats,14.28,17.16,200.6,1402.5,9,11,458.0,-5.7
2007,Кокшетау,Kokshetau,53.29,69.39,rapeseed,7.96,17.16,200.6,1402.5,9,11,458.0,-5.7
2007,Кокшетау,Kokshetau,53.29,69.39,spring_wheat,14.08,17.16,200.6,1402.5,9,11,458.0,-5.7
2007,Кокшетау,Kokshetau,53.29,69.39,sunflower,5.92,17.16,200.6,1402.5,9,11,458.0,-5.7
2007,Сандыктауский,Sandyktau,52.45,68.75,barley,14.94,16.59,155.9,1340.2,7,9,455.4,-20.4
2007,Сандыктауский,Sandyktau,52.45,68.75,flax,5.67,16.59,155.9,1340.2,7,9,455.4,-20.4
2007,Сандыктауский,Sandyktau,52.45,68.75,oats,14.42,16.59,155.9,1340.2,7,9,455.4,-20.4
2007,Сандыктауский,Sandyktau,52.45,68.75,rapeseed,8.03,16.59,155.9,1340.2,7,9,455.4,-20.4
2007,Сандыктауский,Sandyktau,52.45,68.75,spring_wheat,14.21,16.59,155.9,1340.2,7,9,455.4,-20.4
2007,Сандыктауский,Sandyktau,52.45,68.75,sunflower,5.97,16.59,155.9,1340.2,7,9,455.4,-20.4
2007,Целиноградский,Tselinograd,51.18,71.03,barley,14.21,18.59,92.6,1521.1,17,16,530.2,-33.9
2007,Целиноградский,Tselinograd,51.18,71.03,flax,5.39,18.59,92.6,1521.1,17,16,530.2,-33.9
2007,Целиноградский,Tselinograd,51.18,71.03,oats,13.72,18.59,92.6,1521.1,17,16,530.2,-33.9
2007,Целиноградский,Tselinograd,51.18,71.03,rapeseed,7.64,18.59,92.6,1521.1,17,16,530.2,-33.9
2007,Целиноградский,Tselinograd,51.18,71.03,spring_wheat,13.52,18.59,92.6,1521.1,17,16,530.2,-33.9
2007,Целиноградский,Tselinograd,51.18,71.03,sunflower,5.68,18.59,92.6,1521.1,17,16,530.2,-33.9
2007,Шортандинский,Shortandy,51.7,70.99,barley,14.5,18.04,137.9,1439.0,11,16,503.2,-17.6
2007,Шортандинский,Shortandy,51.7,70.99,flax,5.5,18.04,137.9,1439.0,11,16,503.2,-17.6
2007,Шортандинский,Shortandy,51.7,70.99,oats,14.0,18.04,137.9,1439.0,11,16,503.2,-17.6
2007,Шортандинский,Shortandy,51.7,70.99,rapeseed,7.8,18.04,137.9,1439.0,11,16,503.2,-17.6
2007,Шортандинский,Shortandy,51.7,70.99,spring_wheat,13.8,18.04,137.9,1439.0,11,16,503.2,-17.6
2007,Шортандинский,Shortandy,51.7,70.99,sunflower,5.8,18.04,137.9,1439.0,11,16,503.2,-17.6
2008,Атбасарский,Atbasar,51.81,68.36,barley,10.64,19.54,97.9,1712.8,19,20,577.9,-31.5
2008,Атбасарский,Atbasar,51.81,68.36,flax,3.99,19.54,97.9,1712.8,19,20,577.9,-31.5
2008,Атбасарский,Atbasar,51.81,68.36,oats,10.26,19.54,97.9,1712.8,19,20,577.9,-31.5
2008,Атбасарский,Atbasar,51.81,68.36,rapeseed,5.7,19.54,97.9,1712.8,19,20,577.9,-31.5
2008,Атбасарский,Atbasar,51.81,68.36,spring_wheat,9.88,19.54,97.9,1712.8,19,20,577.9,-31.5
2008,Атбасарский,Atbasar,51.81,68.36,sunflower,4.27,19.54,97.9,1712.8,19,20,577.9,-31.5
2008,Буландынский,Bulandy,52.63,70.42,barley,11.65,19.15,129.0,1526.2,10,19,517.2,-36.6
2008,Буландынский,Bulandy,52.63,70.42,flax,4.37,19.15,129.0,1526.2,10,19,517.2,-36.6
2008,Буландынский,Bulandy,52.63,70.42,oats,11.23,19.15,129.0,1526.2,10,19,517.2,-36.6
2008,Буландынский,Bulandy,52.63,70.42,rapeseed,6.24,19.15,129.0,1526.2,10,19,517.2,-36.6
2008,Буландынский,Bulandy,52.63,70.42,spring_wheat,10.82,19.15,129.0,1526.2,10,19,517.2,-36.6
2008,Буландынский,Bulandy,52.63,70.42,sunflower,4.68,19.15,129.0,1526.2,10,19,517.2,-36.6
2008,Бурабайский,Burabay,52.94,70.31,barley,11.76,18.82,156.9,1437.4,5,19,494.5,-30.9
2008,Бурабайский,Burabay,52.94,70.31,flax,4.41,18.82,156.9,1437.4,5,19,494.5,-30.9
2008,Бурабайский,Burabay,52.94,70.31,oats,11.34,18.82,156.9,1437.4,5,19,494.5,-30.9
2008,Бурабайский,Burabay,52.94,70.31,rapeseed,6.3,18.82,156.9,1437.4,5,19,494.5,-30.9
2008,Бурабайский,Burabay,52.94,70.31,spring_wheat,10.92,18.82,156.9,1437.4,5,19,494.5,-30.9
2008,Бурабайский,Burabay,52.94,70.31,sunflower,4.73,18.82,156.9,1437.4,5,19,494.5,-30.9
2008,Есильский,Esil,51.95,66.4,barley,10.42,20.09,113.5,1734.2,27,20,578.0,-17.3
2008,Есильский,Esil,51.95,66.4,flax,3.91,20.09,113.5,1734.2,27,20,578.0,-17.3
2008,Есильский,Esil,51.95,66.4,oats,10.04,20.09,113.5,1734.2,27,20,578.0,-17.3
2008,Есильский,Esil,51.95,66.4,rapeseed,5.58,20.09,113.5,1734.2,27,20,578.0,-17.3
2008,Есильский,Esil,51.95,66.4,spring_wheat,9.67,20.09,113.5,1734.2,27,20,578.0,-17.3
2008,Есильский,Esil,51.95,66.4,sunflower,4.19,20.09,113.5,1734.2,27,20,578.0,-17.3
2008,Жаксынский,Zhaksy,51.9,67.3,barley,10.3,19.44,134.4,1650.5,16,16,558.9,-13.8
2008,Жаксынский,Zhaksy,51.9,67.3,flax,3.86,19.44,134.4,1650.5,16,16,558.9,-13.8
2008,Жаксынский,Zhaksy,51.9,67.3,oats,9.94,19.44,134.4,1650.5,16,16,558.9,-13.8
2008,Жаксынский,Zhaksy,51.9,67.3,rapeseed,5.52,19.44,134.4,1650.5,16,16,558.9,-13.8
2008,Жаксынский,Zhaksy,51.9,67.3,spring_wheat,9.57,19.44,134.4,1650.5,16,16,558.9,-13.8
2008,Жаксынский,Zhaksy,51.9,67.3,sunflower,4.14,19.44,134.4,1650.5,16,16,558.9,-13.8
2008,Зерендинский,Zerenda,53.05,69.15,barley,11.87,18.66,150.1,1528.2,10,19,506.9,-32.1
2008,Зерендинский,Zerenda,53.05,69.15,flax,4.45,18.66,150.1,1528.2,10,19,506.9,-32.1
2008,Зерендинский,Zerenda,53.05,69.15,oats,11.45,18.66,150.1,1528.2,10,19,506.9,-32.1
2008,Зерендинский,Zerenda,53.05,69.15,rapeseed,6.36,18.66,150.1,1528.2,10,19,506.9,-32.1
2008,Зерендинский,Zerenda,53.05,69.15,spring_wheat,11.02,18.66,150.1,1528.2,10,19,506.9,-32.1
2008,Зерендинский,Zerenda,53.05,69.15,sunflower,4.77,18.66,150.1,1528.2,10,19,506.9,-32.1
2008,Кокшетау,Kokshetau,53.29,69.39,barley,11.42,19.03,141.8,1581.2,12,19,516.1,-33.3
2008,Кокшетау,Kokshetau,53.29,69.39,flax,4.28,19.03,141.8,1581.2,12,19,516.1,-33.3
2008,Кокшетау,Kokshetau,53.29,69.39,oats,11.02,19.03,141.8,1581.2,12,19,516.1,-33.3
2008,Кокшетау,Kokshetau,53.29,69.39,rapeseed,6.12,19.03,141.8,1581.2,12,19,516.1,-33.3
2008,Кокшетау,Kokshetau,53.29,69.39,spring_wheat,10.61,19.03,141.8,1581.2,12,19,516.1,-33.3
2008,Кокшетау,Kokshetau,53.29,69.39,sunflower,4.59,19.03,141.8,1581.2,12,19,516.1,-33.3
2008,Сандыктауский,Sandyktau,52.45,68.75,barley,11.54,18.71,120.0,1539.6,9,20,511.8,-38.7
2008,Сандыктауский,Sandyktau,52.45,68.75,flax,4.33,18.71,120.0,1539.6,9,20,511.8,-38.7
2008,Сандыктауский,Sandyktau,52.45,68.75,oats,11.12,18.71,120.0,1539.6,9,20,511.8,-38.7
2008,Сандыктауский,Sandyktau,52.45,68.75,rapeseed,6.18,18.71,120.0,1539.6,9,20,511.8,-38.7
2008,Сандыктауский,Sandyktau,52.45,68.75,spring_wheat,10.71,18.71,120.0,1539.6,9,20,511.8,-38.7
2008,Сандыктауский,Sandyktau,52.45,68.75,sunflower,4.63,18.71,120.0,1539.6,9,20,511.8,-38.7
2008,Целиноградский,Tselinograd,51.18,71.03,barley,10.98,20.16,96.2,1713.6,22,20,578.7,-31.3
2008,Целиноградский,Tselinograd,51.18,71.03,flax,4.12,20.16,96.2,1713.6,22,20,578.7,-31.3
2008,Целиноградский,Tselinograd,51.18,71.03,oats,10.58,20.16,96.2,1713.6,22,20,578.7,-31.3
2008,Целиноградский,Tselinograd,51.18,71.03,rapeseed,5.88,20.16,96.2,1713.6,22,20,578.7,-31.3
2008,Целиноградский,Tselinograd,51.18,71.03,spring_wheat,10.19,20.16,96.2,1713.6,22,20,578.7,-31.3
2008,Целиноградский,Tselinograd,51.18,71.03,sunflower,4.41,20.16,96.2,1713.6,22,20,578.7,-31.3
2008,Шортандинский,Shortandy,51.7,70.99,barley,11.2,19.81,117.5,1644.9,16,20,559.8,-29.8
2008,Шортандинский,Shortandy,51.7,70.99,flax,4.2,19.81,117.5,1644.9,16,20,559.8,-29.8
2008,Шортандинский,Shortandy,51.7,70.99,oats,10.8,19.81,117.5,1644.9,16,20,559.8,-29.8
2008,Шортандинский,Shortandy,51.7,70.99,rapeseed,6.0,19.81,117.5,1644.9,16,20,559.8,-29.8
